"","x1","x2","f1","f2","order"
"1",0,0,201.25,86.25,0
"2",0.833333333333333,0,190.138888888889,97.3171325953316,0
"3",1.66666666666667,0,206.805555555556,111.766648518106,0
"4",2.5,0,251.25,129.76193719046,0
"5",3.33333333333333,0,323.472222222222,151.472361256989,0
"6",4.16666666666667,0,423.472222222222,177.07325658474,0
"7",5,0,551.25,206.745932263218,0
"8",0,0.833333333333333,19.6041666666667,25.9039555047617,0
"9",0.833333333333333,0.833333333333333,8.4930555555556,26.5392205418436,0
"10",1.66666666666667,0.833333333333333,25.1597222222222,29.5108025656572,0
"11",2.5,0.833333333333333,69.6041666666667,34.9367198693123,0
"12",3.33333333333333,0.833333333333333,141.826388888889,42.9409639683737,0
"13",4.16666666666667,0.833333333333333,241.826388888889,53.6534996008612,0
"14",5,0.833333333333333,369.604166666667,67.2102647272497,0
"15",0,1.66666666666667,46.0092592592594,16.7728623095863,0
"16",0.833333333333333,1.66666666666667,34.8981481481483,13.4407539821003,0
"17",1.66666666666667,1.66666666666667,51.5648148148149,11.7435242405532,0
"18",2.5,1.66666666666667,96.0092592592594,11.7538202490262,0
"19",3.33333333333333,1.66666666666667,168.231481481482,13.5502623940556,0
"20",4.16666666666667,1.66666666666667,268.231481481482,17.2174442846326,0
"21",5,1.66666666666667,396.009259259259,22.8459327522034,0
"22",0,2.5,79.25,21.0046039028309,0
"23",0.833333333333333,2.5,68.1388888888889,17.5519073124669,0
"24",1.66666666666667,2.5,84.8055555555557,15.3772788471671,0
"25",2.5,2.5,129.25,14.507994541984,0
"26",3.33333333333333,2.5,201.472222222222,14.9773036544252,0
"27",4.16666666666667,2.5,301.472222222222,16.8244286644535,0
"28",5,2.5,429.25,20.0945652744864,0
"29",0,3.33333333333333,52.1388888888887,20.6305383742651,0
"30",0.833333333333333,3.33333333333333,41.0277777777778,18.2863295307217,0
"31",1.66666666666667,3.33333333333333,57.6944444444443,17.2080062912858,0
"32",2.5,3.33333333333333,102.138888888889,17.3774735619809,0
"33",3.33333333333333,3.33333333333333,174.361111111111,18.7826094712864,0
"34",4.16666666666667,3.33333333333333,274.361111111111,21.4172653701361,0
"35",5,3.33333333333333,402.138888888889,25.2812658319193,0
"36",0,4.16666666666667,31.5162037037042,17.5654984150716,0
"37",0.833333333333333,4.16666666666667,20.4050925925928,14.941144236056,0
"38",1.66666666666667,4.16666666666667,37.0717592592598,13.9151210801083,0
"39",2.5,4.16666666666667,81.5162037037042,14.4239627242249,0
"40",3.33333333333333,4.16666666666667,153.738425925926,16.4101761678553,0
"41",4.16666666666667,4.16666666666667,253.738425925926,19.8222416329051,0
"42",5,4.16666666666667,381.516203703704,24.6146125637352,0
"43",0,5,218.25,33.6077913178457,0
"44",0.833333333333333,5,207.138888888889,26.6969496290735,0
"45",1.66666666666667,5,223.805555555556,22.0615123222477,0
"46",2.5,5,268.25,19.5926420453366,0
"47",3.33333333333333,5,340.472222222223,19.1874746687612,0
"48",4.16666666666667,5,440.472222222223,20.7491192853984,0
"49",5,5,568.25,24.1866582105805,0
